"ID","MODEL","PAR1","PAR2","PAR3","PAR4","ID.NEW","Group"
"MA0048","2PL",1.57443016999498,0.777592448504049,NA,NA,"MA0326","SP"
"MA0051","2PL",1.52346480694365,0.457105568530775,NA,NA,"MA0327","EE"
"MA0080","2PL",1.65374587573783,-0.563318699529816,NA,NA,"MA0328","EE"
"MA0088","2PL",1.46225326423032,-0.342409066663365,NA,NA,"MA0329","SP"
"MA0092","2PL",1.56846672914341,1.89597433563536,NA,NA,"MA0330","GM"
"MA0097","2PL",1.54401592643787,-1.26032922470503,NA,NA,"MA0331","EE"
"MA0099","2PL",1.76219453093732,-0.913414071425745,NA,NA,"MA0332","FT"
"MA0107","2PL",1.61774122757126,1.08376154294498,NA,NA,"MA0333","FT"
"MA0118","2PL",1.64543961882822,0.0342443620037914,NA,NA,"MA0334","FT"
"MA0119","2PL",1.44071393264126,0.567547648988235,NA,NA,"MA0335","EE"
"MA0133","2PL",1.55309757687327,0.61253731114088,NA,NA,"MA0336","EE"
"MA0137","2PL",1.66058027479816,0.0351314779211604,NA,NA,"MA0337","FT"
"MA0140","2PL",1.72171296868371,0.156013344344259,NA,NA,"MA0338","NS"
"MA0142","2PL",1.7186110898956,1.56415607271352,NA,NA,"MA0339","FT"
"MA0145","2PL",1.50843557495428,-1.11103080705264,NA,NA,"MA0340","EE"
"MA0154","2PL",1.45282321562883,-0.764221721642425,NA,NA,"MA0341","NS"
"MA0163","2PL",1.58143419126671,1.1408261234225,NA,NA,"MA0342","EE"
"MA0168","2PL",1.58855756869827,-1.1540285349418,NA,NA,"MA0343","FT"
"MA0177","2PL",1.42644930089617,0.867197806437803,NA,NA,"MA0344","EE"
"MA0182","2PL",1.55333094113838,1.05804763960333,NA,NA,"MA0345","EE"
"MA0193","2PL",1.5933238055166,-0.699398035410174,NA,NA,"MA0346","EE"
"MA0196","2PL",1.72270689668052,-1.03704179779397,NA,NA,"MA0347","EE"
"MA0207","2PL",1.57588783361184,1.01965817854829,NA,NA,"MA0348","FT"
"MA0221","2PL",1.43781463772012,-1.55411448060572,NA,NA,"MA0349","NS"
"MA0222","2PL",1.57673209725874,0.0507114070472445,NA,NA,"MA0350","EE"
"MA0238","2PL",1.50497909845422,-0.900713176407245,NA,NA,"MA0351","FT"
"MA0245","2PL",1.69400556943759,1.23881130016064,NA,NA,"MA0352","EE"
"MA0258","2PL",1.76874206091643,0.932266659151516,NA,NA,"MA0353","FT"
"MA0281","2PL",1.42706198203024,0.745721288557715,NA,NA,"MA0354","FT"
"MA0289","2PL",1.54319329710613,1.12670808566114,NA,NA,"MA0355","GM"
"MA0291","2PL",1.50938973011296,0.273377086920801,NA,NA,"MA0356","GM"
"MA0292","2PL",1.56631263081026,0.447737294340981,NA,NA,"MA0357","EE"
"MA0295","2PL",1.43745014899931,2.17563434917125,NA,NA,"MA0358","FT"
"MA0303","2PL",1.49378411530329,2.04957482475292,NA,NA,"MA0359","EE"
"MA0306","2PL",1.4686716081212,1.89636326037875,NA,NA,"MA0360","FT"
"MA0311","2PL",1.74916365065121,1.13037082578282,NA,NA,"MA0361","EE"
"MA0317","2PL",1.5472561378674,-0.156009328824179,NA,NA,"MA0362","FT"
"MA0329","2PL",1.4160115474237,-0.533718109102741,NA,NA,"MA0363","FT"
"MA0332","2PL",1.47875262712995,-1.29246321556608,NA,NA,"MA0364","FT"
"MA0349","2PL",1.4092003129956,1.51319086836972,NA,NA,"MA0365","GM"
"MA0354","2PL",1.65230935049275,0.139351643613631,NA,NA,"MA0366","FT"
"MA0361","2PL",1.74122437119236,-2.61250793855039,NA,NA,"MA0367","EE"
"MA0362","2PL",1.69715485761811,1.38335351460081,NA,NA,"MA0368","EE"
"MA0367","2PL",1.46090174841842,0.927899390410185,NA,NA,"MA0369","NS"
"MA0370","2PL",1.59104137295256,-1.06439073391735,NA,NA,"MA0370","FT"
"MA0382","2PL",1.44588688136394,1.19620191942719,NA,NA,"MA0371","EE"
"MA0384","2PL",1.40866827650993,0.22132335782022,NA,NA,"MA0372","EE"
"MA0388","2PL",1.42739751764652,1.01729512510074,NA,NA,"MA0373","GM"
"MA0395","2PL",1.50124964495234,0.227524834822416,NA,NA,"MA0374","FT"
"MA0398","2PL",1.45999335708256,0.718922800140715,NA,NA,"MA0375","GM"
"MA0406","2PL",1.50782750766522,-0.0547816782853126,NA,NA,"MA0376","FT"
"MA0415","2PL",1.4535076018755,0.147164708126273,NA,NA,"MA0377","GM"
"MA0417","2PL",1.77910036646232,1.7173304229961,NA,NA,"MA0378","GM"
"MA0423","2PL",1.67763255487536,0.274812653333689,NA,NA,"MA0379","FT"
"MA0431","2PL",1.44463700738873,-2.08100296086076,NA,NA,"MA0380","EE"
"MA0441","2PL",1.40176514931281,-0.387110907531666,NA,NA,"MA0381","EE"
"MA0458","2PL",1.64790886457063,-1.91507487389681,NA,NA,"MA0382","NS"
"MA0496","2PL",1.70079966230364,-0.817980486311665,NA,NA,"MA0383","FT"
"MA0504","2PL",1.76591637018348,0.228477453620098,NA,NA,"MA0384","NS"
"MA0505","2PL",1.46858784898736,1.69374877563966,NA,NA,"MA0385","GM"
"MA0509","2PL",1.44976510968768,1.86108858648129,NA,NA,"MA0386","GM"
"MA0513","2PL",1.42980012600859,-0.944128985567186,NA,NA,"MA0387","EE"
"MA0522","2PL",1.50242301876031,0.960209145085989,NA,NA,"MA0388","GM"
"MA0527","2PL",1.40100109270766,0.191802315129633,NA,NA,"MA0389","FT"
"MA0535","2PL",1.60495933721705,1.76538350788294,NA,NA,"MA0390","EE"
"MA0538","2PL",1.46869519062222,1.38314458841894,NA,NA,"MA0391","EE"
"MA0545","2PL",1.43402168132053,1.42019069523115,NA,NA,"MA0392","EE"
"MA0551","2PL",1.68196898936895,0.559273607012339,NA,NA,"MA0393","EE"
"MA0554","2PL",1.75876114885875,-0.181651207314738,NA,NA,"MA0394","NS"
"MA0566","2PL",1.53262167620257,1.35009778755351,NA,NA,"MA0395","NS"
"MA0576","2PL",1.58005683455713,1.04688470512828,NA,NA,"MA0396","EE"
"MA0579","2PL",1.41042676172223,-1.97012235937322,NA,NA,"MA0397","EE"
"MA0596","2PL",1.45032047241635,1.11829207059817,NA,NA,"MA0398","FT"
"MA0612","2PL",1.61834440509643,0.562520030263794,NA,NA,"MA0399","NS"
"MA0631","2PL",1.58658356637907,-0.585589647072774,NA,NA,"MA0400","GM"
"MA0007","2PL",1.48709194438357,0.48962476962702,NA,NA,"MA0401","SP"
"MA0020","2PL",1.39530240840803,0.648731769892205,NA,NA,"MA0402","EE"
"MA0022","2PL",1.58589987729685,0.85711090564857,NA,NA,"MA0403","EE"
"MA0032","2PL",1.77652047796982,-0.125220545566748,NA,NA,"MA0404","SP"
"MA0041","2PL",1.68621690194983,0.166100940796786,NA,NA,"MA0405","FT"
"MA0048","2PL",1.57443016999498,1.13773864113553,NA,NA,"MA0406","FT"
"MA0051","2PL",1.52346480694365,0.38415665687253,NA,NA,"MA0407","SP"
"MA0080","2PL",1.65374587573783,-0.636267611188061,NA,NA,"MA0408","SP"
"MA0088","2PL",1.46225326423032,-0.26946015500512,NA,NA,"MA0409","EE"
"MA0092","2PL",1.56846672914341,1.28027587694952,NA,NA,"MA0410","EE"
"MA0097","2PL",1.54401592643787,-1.08987932815387,NA,NA,"MA0411","NS"
"MA0099","2PL",1.76219453093732,-0.584912893713144,NA,NA,"MA0412","GM"
"MA0107","2PL",1.61774122757126,0.796564261971746,NA,NA,"MA0413","EE"
"MA0118","2PL",1.64543961882822,-0.252952918969445,NA,NA,"MA0414","EE"
"MA0119","2PL",1.44071393264126,1.18324610767407,NA,NA,"MA0415","GM"
"MA0133","2PL",1.55309757687327,0.61253731114088,NA,NA,"MA0416","EE"
"MA0137","2PL",1.66058027479816,-0.325014714710321,NA,NA,"MA0417","SP"
"MA0140","2PL",1.72171296868371,0.601261906478936,NA,NA,"MA0418","GM"
"MA0142","2PL",1.7186110898956,1.89265725042612,NA,NA,"MA0419","GM"
"MA0145","2PL",1.50843557495428,-1.18397971871089,NA,NA,"MA0420","SP"
"MA0154","2PL",1.45282321562883,-0.64747433722035,NA,NA,"MA0421","FT"
"MA0163","2PL",1.58143419126671,1.42802340439574,NA,NA,"MA0422","FT"
"MA0168","2PL",1.58855756869827,-1.1540285349418,NA,NA,"MA0423","FT"
"MA0177","2PL",1.42644930089617,0.867197806437803,NA,NA,"MA0424","EE"
"MA0182","2PL",1.55333094113838,1.34524492057657,NA,NA,"MA0425","FT"
"MA0193","2PL",1.5933238055166,-0.772346947068419,NA,NA,"MA0426","SP"
"MA0196","2PL",1.72270689668052,-0.86659190124281,NA,NA,"MA0427","NS"
"MA0207","2PL",1.57588783361184,1.01965817854829,NA,NA,"MA0428","FT"
"MA0221","2PL",1.43781463772012,-1.55411448060572,NA,NA,"MA0429","NS"
"MA0222","2PL",1.57673209725874,0.221161303598405,NA,NA,"MA0430","NS"
"MA0238","2PL",1.50497909845422,-1.18791045738048,NA,NA,"MA0431","EE"
"MA0245","2PL",1.69400556943759,1.52600858113388,NA,NA,"MA0432","FT"
"MA0258","2PL",1.76874206091643,0.932266659151516,NA,NA,"MA0433","FT"
"MA0281","2PL",1.42706198203024,0.385575095926234,NA,NA,"MA0434","SP"
"MA0289","2PL",1.54319329710613,0.511009626975302,NA,NA,"MA0435","EE"
"MA0291","2PL",1.50938973011296,-0.415270283423281,NA,NA,"MA0436","SP"
"MA0292","2PL",1.56631263081026,1.06343575302682,NA,NA,"MA0437","GM"
"MA0295","2PL",1.43745014899931,1.88843706819801,NA,NA,"MA0438","EE"
"MA0303","2PL",1.49378411530329,2.04957482475292,NA,NA,"MA0439","EE"
"MA0306","2PL",1.4686716081212,1.89636326037875,NA,NA,"MA0440","FT"
"MA0311","2PL",1.74916365065121,1.41756810675606,NA,NA,"MA0441","FT"
"MA0317","2PL",1.5472561378674,-0.272756713246254,NA,NA,"MA0442","NS"
"MA0329","2PL",1.4160115474237,-0.20521693139014,NA,NA,"MA0443","GM"
"MA0332","2PL",1.47875262712995,-0.963962037853484,NA,NA,"MA0444","GM"
"MA0349","2PL",1.4092003129956,1.18468969065712,NA,NA,"MA0445","FT"
"MA0354","2PL",1.65230935049275,-0.22079454901785,NA,NA,"MA0446","SP"
"MA0361","2PL",1.74122437119236,-1.99680947986455,NA,NA,"MA0447","GM"
"MA0362","2PL",1.69715485761811,1.67055079557405,NA,NA,"MA0448","FT"
"MA0367","2PL",1.46090174841842,0.684500582200779,NA,NA,"MA0449","SP"
"MA0370","2PL",1.59104137295256,-1.35158801489059,NA,NA,"MA0450","EE"
"MA0382","2PL",1.44588688136394,1.19620191942719,NA,NA,"MA0451","EE"
"MA0384","2PL",1.40866827650993,0.391773254371381,NA,NA,"MA0452","NS"
"MA0388","2PL",1.42739751764652,1.01729512510074,NA,NA,"MA0453","GM"
"MA0395","2PL",1.50124964495234,-0.0596724461508201,NA,NA,"MA0454","EE"
"MA0398","2PL",1.45999335708256,0.390421622428114,NA,NA,"MA0455","FT"
"MA0406","2PL",1.50782750766522,-0.0547816782853126,NA,NA,"MA0456","FT"
"MA0415","2PL",1.4535076018755,-0.541482662217809,NA,NA,"MA0457","SP"
"MA0417","2PL",1.77910036646232,1.10163196431026,NA,NA,"MA0458","EE"
"MA0423","2PL",1.67763255487536,0.274812653333689,NA,NA,"MA0459","FT"
"MA0431","2PL",1.44463700738873,-1.79380567988752,NA,NA,"MA0460","FT"
"MA0441","2PL",1.40176514931281,-0.387110907531666,NA,NA,"MA0461","EE"
"MA0458","2PL",1.64790886457063,-1.79832748947473,NA,NA,"MA0462","FT"
"MA0496","2PL",1.70079966230364,-0.489479308599064,NA,NA,"MA0463","GM"
"MA0504","2PL",1.76591637018348,0.228477453620098,NA,NA,"MA0464","NS"
"MA0505","2PL",1.46858784898736,1.36524759792706,NA,NA,"MA0465","FT"
"MA0509","2PL",1.44976510968768,1.53258740876869,NA,NA,"MA0466","FT"
"MA0513","2PL",1.42980012600859,-0.328430526881349,NA,NA,"MA0467","GM"
"MA0522","2PL",1.50242301876031,0.271561774741907,NA,NA,"MA0468","SP"
"MA0527","2PL",1.40100109270766,-0.0953949658436027,NA,NA,"MA0469","EE"
"MA0535","2PL",1.60495933721705,2.38108196656878,NA,NA,"MA0470","GM"
"MA0538","2PL",1.46869519062222,1.67034186939218,NA,NA,"MA0471","FT"
"MA0545","2PL",1.43402168132053,1.42019069523115,NA,NA,"MA0472","EE"
"MA0551","2PL",1.68196898936895,0.846470887985575,NA,NA,"MA0473","FT"
"MA0554","2PL",1.75876114885875,-0.425050015524144,NA,NA,"MA0474","SP"
"MA0566","2PL",1.53262167620257,1.46684517197559,NA,NA,"MA0475","FT"
"MA0576","2PL",1.58005683455713,1.33408198610152,NA,NA,"MA0476","FT"
"MA0579","2PL",1.41042676172223,-1.68292507839998,NA,NA,"MA0477","FT"
"MA0596","2PL",1.45032047241635,0.831094789624929,NA,NA,"MA0478","EE"
"MA0612","2PL",1.61834440509643,1.00776859239847,NA,NA,"MA0479","GM"
"MA0631","2PL",1.58658356637907,-1.20128810575861,NA,NA,"MA0480","EE"
"MA0007","2PL",1.48709194438357,0.562573681285265,NA,NA,"MA0481","EE"
"MA0020","2PL",1.39530240840803,0.935929050865441,NA,NA,"MA0482","FT"
"MA0022","2PL",1.58589987729685,1.14430818662181,NA,NA,"MA0483","FT"
"MA0032","2PL",1.77652047796982,0.118178262642657,NA,NA,"MA0484","NS"
"MA0041","2PL",1.68621690194983,-0.12109634017645,NA,NA,"MA0485","EE"
"MA0048","2PL",1.57443016999498,1.46623981884813,NA,NA,"MA0486","GM"
"MA0051","2PL",1.52346480694365,1.07280402721661,NA,NA,"MA0487","GM"
"MA0080","2PL",1.65374587573783,-0.27612141855658,NA,NA,"MA0488","FT"
"MA0088","2PL",1.46225326423032,-0.26946015500512,NA,NA,"MA0489","EE"
"MA0092","2PL",1.56846672914341,1.28027587694952,NA,NA,"MA0490","EE"
"MA0097","2PL",1.54401592643787,-1.33327813636328,NA,NA,"MA0491","SP"
"MA0099","2PL",1.76219453093732,-0.913414071425745,NA,NA,"MA0492","FT"
"MA0107","2PL",1.61774122757126,1.08376154294498,NA,NA,"MA0493","FT"
"MA0118","2PL",1.64543961882822,0.362745539716392,NA,NA,"MA0494","GM"
"MA0119","2PL",1.44071393264126,1.18324610767407,NA,NA,"MA0495","GM"
"MA0133","2PL",1.55309757687327,0.899734592114116,NA,NA,"MA0496","FT"
"MA0137","2PL",1.66058027479816,0.363632655633761,NA,NA,"MA0497","GM"
"MA0140","2PL",1.72171296868371,-0.087385463865147,NA,NA,"MA0498","SP"
"MA0142","2PL",1.7186110898956,1.89265725042612,NA,NA,"MA0499","GM"
"MA0145","2PL",1.50843557495428,-1.11103080705264,NA,NA,"MA0500","EE"
"MA0154","2PL",1.45282321562883,-0.318973159507749,NA,NA,"MA0501","GM"
"MA0163","2PL",1.58143419126671,1.42802340439574,NA,NA,"MA0502","FT"
"MA0168","2PL",1.58855756869827,-1.44122581591504,NA,NA,"MA0503","EE"
"MA0177","2PL",1.42644930089617,0.867197806437803,NA,NA,"MA0504","EE"
"MA0182","2PL",1.55333094113838,1.05804763960333,NA,NA,"MA0505","EE"
"MA0193","2PL",1.5933238055166,-0.772346947068419,NA,NA,"MA0506","SP"
"MA0196","2PL",1.72270689668052,-1.03704179779397,NA,NA,"MA0507","EE"
"MA0207","2PL",1.57588783361184,0.732460897575056,NA,NA,"MA0508","EE"
"MA0221","2PL",1.43781463772012,-1.43736709618364,NA,NA,"MA0509","FT"
"MA0222","2PL",1.57673209725874,0.0507114070472445,NA,NA,"MA0510","EE"
"MA0238","2PL",1.50497909845422,-1.26085936903873,NA,NA,"MA0511","SP"
"MA0245","2PL",1.69400556943759,1.4092611967118,NA,NA,"MA0512","NS"
"MA0258","2PL",1.76874206091643,0.64506937817828,NA,NA,"MA0513","EE"
"MA0281","2PL",1.42706198203024,0.385575095926234,NA,NA,"MA0514","SP"
"MA0289","2PL",1.54319329710613,1.12670808566114,NA,NA,"MA0515","GM"
"MA0291","2PL",1.50938973011296,-0.342321371765036,NA,NA,"MA0516","EE"
"MA0292","2PL",1.56631263081026,1.06343575302682,NA,NA,"MA0517","GM"
"MA0295","2PL",1.43745014899931,1.88843706819801,NA,NA,"MA0518","EE"
"MA0303","2PL",1.49378411530329,2.33677210572616,NA,NA,"MA0519","FT"
"MA0306","2PL",1.4686716081212,1.89636326037875,NA,NA,"MA0520","FT"
"MA0311","2PL",1.74916365065121,1.13037082578282,NA,NA,"MA0521","EE"
"MA0317","2PL",1.5472561378674,-0.156009328824179,NA,NA,"MA0522","FT"
"MA0329","2PL",1.4160115474237,-0.533718109102741,NA,NA,"MA0523","FT"
"MA0332","2PL",1.47875262712995,-1.57966049653932,NA,NA,"MA0524","EE"
"MA0349","2PL",1.4092003129956,1.06794230623504,NA,NA,"MA0525","NS"
"MA0354","2PL",1.65230935049275,0.139351643613631,NA,NA,"MA0526","FT"
"MA0361","2PL",1.74122437119236,-2.68545685020864,NA,NA,"MA0527","SP"
"MA0362","2PL",1.69715485761811,1.31040460294256,NA,NA,"MA0528","SP"
"MA0367","2PL",1.46090174841842,1.37314795254486,NA,NA,"MA0529","GM"
"MA0370","2PL",1.59104137295256,-1.06439073391735,NA,NA,"MA0530","FT"
"MA0382","2PL",1.44588688136394,1.36665181597835,NA,NA,"MA0531","NS"
"MA0384","2PL",1.40866827650993,0.22132335782022,NA,NA,"MA0532","EE"
"MA0388","2PL",1.42739751764652,0.688793947388139,NA,NA,"MA0533","FT"
"MA0395","2PL",1.50124964495234,0.227524834822416,NA,NA,"MA0534","FT"
"MA0398","2PL",1.45999335708256,0.718922800140715,NA,NA,"MA0535","GM"
"MA0406","2PL",1.50782750766522,0.273719499427288,NA,NA,"MA0536","GM"
"MA0415","2PL",1.4535076018755,-0.541482662217809,NA,NA,"MA0537","SP"
"MA0417","2PL",1.77910036646232,1.10163196431026,NA,NA,"MA0538","EE"
"MA0423","2PL",1.67763255487536,0.274812653333689,NA,NA,"MA0539","FT"
"MA0431","2PL",1.44463700738873,-1.79380567988752,NA,NA,"MA0540","FT"
"MA0441","2PL",1.40176514931281,-0.460059819189911,NA,NA,"MA0541","SP"
"MA0458","2PL",1.64790886457063,-2.08552477044797,NA,NA,"MA0542","EE"
"MA0496","2PL",1.70079966230364,-0.489479308599064,NA,NA,"MA0543","GM"
"MA0504","2PL",1.76591637018348,0.228477453620098,NA,NA,"MA0544","NS"
"MA0505","2PL",1.46858784898736,1.36524759792706,NA,NA,"MA0545","FT"
"MA0509","2PL",1.44976510968768,1.24539012779545,NA,NA,"MA0546","EE"
"MA0513","2PL",1.42980012600859,-0.65693170459395,NA,NA,"MA0547","FT"
"MA0522","2PL",1.50242301876031,0.960209145085989,NA,NA,"MA0548","GM"
"MA0527","2PL",1.40100109270766,-0.0953949658436027,NA,NA,"MA0549","EE"
"MA0535","2PL",1.60495933721705,2.05258078885618,NA,NA,"MA0550","FT"
"MA0538","2PL",1.46869519062222,1.38314458841894,NA,NA,"MA0551","EE"
"MA0545","2PL",1.43402168132053,1.3472417835729,NA,NA,"MA0552","SP"
"MA0551","2PL",1.68196898936895,0.846470887985575,NA,NA,"MA0553","FT"
"MA0554","2PL",1.75876114885875,-0.0649038228926626,NA,NA,"MA0554","FT"
"MA0566","2PL",1.53262167620257,1.1066989793441,NA,NA,"MA0555","SP"
"MA0576","2PL",1.58005683455713,1.04688470512828,NA,NA,"MA0556","EE"
"MA0579","2PL",1.41042676172223,-1.97012235937322,NA,NA,"MA0557","EE"
"MA0596","2PL",1.45032047241635,0.831094789624929,NA,NA,"MA0558","EE"
"MA0612","2PL",1.61834440509643,0.392070133712633,NA,NA,"MA0559","EE"
"MA0631","2PL",1.58658356637907,-1.20128810575861,NA,NA,"MA0560","EE"
"MA0007","2PL",1.48709194438357,0.849770962258501,NA,NA,"MA0561","FT"
"MA0020","2PL",1.39530240840803,0.57578285823396,NA,NA,"MA0562","SP"
"MA0022","2PL",1.58589987729685,1.14430818662181,NA,NA,"MA0563","FT"
"MA0032","2PL",1.77652047796982,-0.0522716339085029,NA,NA,"MA0564","EE"
"MA0041","2PL",1.68621690194983,-0.12109634017645,NA,NA,"MA0565","EE"
"MA0048","2PL",1.57443016999498,0.850541360162294,NA,NA,"MA0566","EE"
"MA0051","2PL",1.52346480694365,0.457105568530775,NA,NA,"MA0567","EE"
"MA0080","2PL",1.65374587573783,-0.636267611188061,NA,NA,"MA0568","SP"
"MA0088","2PL",1.46225326423032,-0.26946015500512,NA,NA,"MA0569","EE"
"MA0092","2PL",1.56846672914341,1.89597433563536,NA,NA,"MA0570","GM"
"MA0097","2PL",1.54401592643787,-1.33327813636328,NA,NA,"MA0571","SP"
"MA0099","2PL",1.76219453093732,-1.03016145584782,NA,NA,"MA0572","NS"
"MA0107","2PL",1.61774122757126,0.796564261971746,NA,NA,"MA0573","EE"
"MA0118","2PL",1.64543961882822,-0.32590183062769,NA,NA,"MA0574","SP"
"MA0119","2PL",1.44071393264126,1.18324610767407,NA,NA,"MA0575","GM"
"MA0133","2PL",1.55309757687327,0.61253731114088,NA,NA,"MA0576","EE"
"MA0137","2PL",1.66058027479816,0.0351314779211604,NA,NA,"MA0577","FT"
"MA0140","2PL",1.72171296868371,-0.0144365522069016,NA,NA,"MA0578","EE"
"MA0142","2PL",1.7186110898956,1.89265725042612,NA,NA,"MA0579","GM"
"MA0145","2PL",1.50843557495428,-1.18397971871089,NA,NA,"MA0580","SP"
"MA0154","2PL",1.45282321562883,-1.00762052985183,NA,NA,"MA0581","SP"
"MA0163","2PL",1.58143419126671,1.1408261234225,NA,NA,"MA0582","EE"
"MA0168","2PL",1.58855756869827,-1.27077591936388,NA,NA,"MA0583","NS"
"MA0177","2PL",1.42644930089617,0.867197806437803,NA,NA,"MA0584","EE"
"MA0182","2PL",1.55333094113838,1.67374609828917,NA,NA,"MA0585","GM"
"MA0193","2PL",1.5933238055166,-0.699398035410174,NA,NA,"MA0586","EE"
"MA0196","2PL",1.72270689668052,-1.03704179779397,NA,NA,"MA0587","EE"
"MA0207","2PL",1.57588783361184,1.34815935626089,NA,NA,"MA0588","GM"
"MA0221","2PL",1.43781463772012,-1.43736709618364,NA,NA,"MA0589","FT"
"MA0222","2PL",1.57673209725874,0.221161303598405,NA,NA,"MA0590","NS"
"MA0238","2PL",1.50497909845422,-1.18791045738048,NA,NA,"MA0591","EE"
"MA0245","2PL",1.69400556943759,1.16586238850239,NA,NA,"MA0592","SP"
"MA0258","2PL",1.76874206091643,0.932266659151516,NA,NA,"MA0593","FT"
"MA0281","2PL",1.42706198203024,0.745721288557715,NA,NA,"MA0594","FT"
"MA0289","2PL",1.54319329710613,0.511009626975302,NA,NA,"MA0595","EE"
"MA0291","2PL",1.50938973011296,-0.415270283423281,NA,NA,"MA0596","SP"
"MA0292","2PL",1.56631263081026,0.734934575314217,NA,NA,"MA0597","FT"
"MA0295","2PL",1.43745014899931,2.17563434917125,NA,NA,"MA0598","FT"
"MA0303","2PL",1.49378411530329,2.04957482475292,NA,NA,"MA0599","EE"
"MA0306","2PL",1.4686716081212,1.60916597940551,NA,NA,"MA0600","EE"
"MA0311","2PL",1.74916365065121,1.13037082578282,NA,NA,"MA0601","EE"
"MA0317","2PL",1.5472561378674,0.172491848888422,NA,NA,"MA0602","GM"
"MA0329","2PL",1.4160115474237,-0.650465493524816,NA,NA,"MA0603","NS"
"MA0332","2PL",1.47875262712995,-0.963962037853484,NA,NA,"MA0604","GM"
"MA0349","2PL",1.4092003129956,1.06794230623504,NA,NA,"MA0605","NS"
"MA0354","2PL",1.65230935049275,-0.147845637359605,NA,NA,"MA0606","EE"
"MA0361","2PL",1.74122437119236,-1.99680947986455,NA,NA,"MA0607","GM"
"MA0362","2PL",1.69715485761811,1.38335351460081,NA,NA,"MA0608","EE"
"MA0367","2PL",1.46090174841842,0.757449493859024,NA,NA,"MA0609","EE"
"MA0370","2PL",1.59104137295256,-1.35158801489059,NA,NA,"MA0610","EE"
"MA0382","2PL",1.44588688136394,1.81190037811303,NA,NA,"MA0611","GM"
"MA0384","2PL",1.40866827650993,0.508520638793456,NA,NA,"MA0612","FT"
"MA0388","2PL",1.42739751764652,0.688793947388139,NA,NA,"MA0613","FT"
"MA0395","2PL",1.50124964495234,0.11077745040034,NA,NA,"MA0614","NS"
"MA0398","2PL",1.45999335708256,0.390421622428114,NA,NA,"MA0615","FT"
"MA0406","2PL",1.50782750766522,-0.0547816782853126,NA,NA,"MA0616","FT"
"MA0415","2PL",1.4535076018755,-0.181336469586328,NA,NA,"MA0617","FT"
"MA0417","2PL",1.77910036646232,1.3888292452835,NA,NA,"MA0618","FT"
"MA0423","2PL",1.67763255487536,0.60331383104629,NA,NA,"MA0619","GM"
"MA0431","2PL",1.44463700738873,-1.9105530643096,NA,NA,"MA0620","NS"
"MA0441","2PL",1.40176514931281,-0.0999136265584296,NA,NA,"MA0621","FT"
"MA0458","2PL",1.64790886457063,-1.46982631176213,NA,NA,"MA0622","GM"
"MA0496","2PL",1.70079966230364,-1.17812667894315,NA,NA,"MA0623","SP"
"MA0504","2PL",1.76591637018348,0.673726015754775,NA,NA,"MA0624","GM"
"MA0505","2PL",1.46858784898736,1.69374877563966,NA,NA,"MA0625","GM"
"MA0509","2PL",1.44976510968768,1.24539012779545,NA,NA,"MA0626","EE"
"MA0513","2PL",1.42980012600859,-0.944128985567186,NA,NA,"MA0627","EE"
"MA0522","2PL",1.50242301876031,0.271561774741907,NA,NA,"MA0628","SP"
"MA0527","2PL",1.40100109270766,-0.0953949658436027,NA,NA,"MA0629","EE"
"MA0535","2PL",1.60495933721705,2.05258078885618,NA,NA,"MA0630","FT"
"MA0538","2PL",1.46869519062222,1.99884304710478,NA,NA,"MA0631","GM"
"MA0545","2PL",1.43402168132053,1.70738797620439,NA,NA,"MA0632","FT"
"MA0551","2PL",1.68196898936895,0.559273607012339,NA,NA,"MA0633","EE"
"MA0554","2PL",1.75876114885875,-0.352101103865899,NA,NA,"MA0634","EE"
"MA0566","2PL",1.53262167620257,1.17964789100235,NA,NA,"MA0635","EE"
"MA0576","2PL",1.58005683455713,1.33408198610152,NA,NA,"MA0636","FT"
"MA0579","2PL",1.41042676172223,-2.04307127103147,NA,NA,"MA0637","SP"
"MA0596","2PL",1.45032047241635,0.831094789624929,NA,NA,"MA0638","EE"
"MA0612","2PL",1.61834440509643,0.319121222054388,NA,NA,"MA0639","SP"
"MA0631","2PL",1.58658356637907,-0.914090824785375,NA,NA,"MA0640","FT"
"MA0648","GR",1.39280084573015,-0.637880128697849,1.43947815113713,NA,"MA0641","GM"
"MA0655","GR",1.72165781672779,-0.420222847179596,1.64115071187027,NA,"MA0642","EE"
"MA0658","GR",1.55623308891363,-0.533433289885942,1.53319266347041,NA,"MA0643","EE"
"MA0659","GR",1.45755150381607,-0.587512699658272,1.47268990994766,NA,"MA0644","EE"
"MA0661","GR",1.52285840256621,-0.521777144574869,1.5111431006466,NA,"MA0645","SP"
"MA0662","GR",1.45175698128577,-0.625976663942942,1.45084392552708,NA,"MA0646","EE"
"MA0679","GR",1.65856797131787,-0.448472285942585,1.6210226127213,NA,"MA0647","GM"
"MA0680","GR",1.42473187453526,-0.6142923776911,1.43973345912682,NA,"MA0648","NS"
"MA0683","GR",1.37773169223267,-0.642828086594608,1.42314725203156,NA,"MA0649","NS"
"MA0688","GR",1.44337906656892,-0.61701795151585,1.43242293229877,NA,"MA0650","EE"
"MA0690","GR",1.51742178829741,-0.572445094293393,1.48797716197041,NA,"MA0651","SP"
"MA0723","GR",1.76437990939215,-0.412239120395289,1.65515473488133,NA,"MA0652","EE"
