"ID","MODEL","PAR1","PAR2","PAR3","PAR4","ID.NEW","Group"
"MA0551","2PL",1.68196898936895,0.846470887985575,NA,NA,"MA0073","FT"
"MA0554","2PL",1.75876114885875,-0.0649038228926626,NA,NA,"MA0074","FT"
"MA0566","2PL",1.53262167620257,1.1066989793441,NA,NA,"MA0075","SP"
"MA0576","2PL",1.58005683455713,1.66258316381412,NA,NA,"MA0076","GM"
"MA0579","2PL",1.41042676172223,-1.68292507839998,NA,NA,"MA0077","FT"
"MA0596","2PL",1.45032047241635,1.11829207059817,NA,NA,"MA0078","FT"
"MA0612","2PL",1.61834440509643,0.392070133712633,NA,NA,"MA0079","EE"
"MA0631","2PL",1.58658356637907,-1.20128810575861,NA,NA,"MA0080","EE"
"MA0007","2PL",1.48709194438357,0.733023577836426,NA,NA,"MA0081","NS"
"MA0020","2PL",1.39530240840803,1.26443022857804,NA,NA,"MA0082","GM"
"MA0022","2PL",1.58589987729685,1.47280936433441,NA,NA,"MA0083","GM"
"MA0032","2PL",1.77652047796982,0.118178262642657,NA,NA,"MA0084","NS"
"MA0041","2PL",1.68621690194983,0.0493535563747107,NA,NA,"MA0085","NS"
"MA0048","2PL",1.57443016999498,0.850541360162294,NA,NA,"MA0086","EE"
"MA0051","2PL",1.52346480694365,0.457105568530775,NA,NA,"MA0087","EE"
"MA0080","2PL",1.65374587573783,-0.392868802978655,NA,NA,"MA0088","NS"
"MA0088","2PL",1.46225326423032,-0.26946015500512,NA,NA,"MA0089","EE"
"MA0092","2PL",1.56846672914341,1.45072577350068,NA,NA,"MA0090","NS"
"MA0097","2PL",1.54401592643787,-1.26032922470503,NA,NA,"MA0091","EE"
"MA0099","2PL",1.76219453093732,-1.20061135239898,NA,NA,"MA0092","EE"
"MA0107","2PL",1.61774122757126,1.08376154294498,NA,NA,"MA0093","FT"
"MA0118","2PL",1.64543961882822,-0.252952918969445,NA,NA,"MA0094","EE"
"MA0119","2PL",1.44071393264126,0.854744929961471,NA,NA,"MA0095","FT"
"MA0133","2PL",1.55309757687327,0.61253731114088,NA,NA,"MA0096","EE"
"MA0137","2PL",1.66058027479816,-0.325014714710321,NA,NA,"MA0097","SP"
"MA0140","2PL",1.72171296868371,0.272760728766335,NA,NA,"MA0098","FT"
"MA0142","2PL",1.7186110898956,1.27695879174028,NA,NA,"MA0099","EE"
"MA0145","2PL",1.50843557495428,-0.495332348366804,NA,NA,"MA0100","GM"
"MA0154","2PL",1.45282321562883,-0.934671618193586,NA,NA,"MA0101","EE"
